ADM3_EN,ADM3_SI,ADM3_TA,ADM3_PCODE,ADM2_EN,ADM2_SI,ADM2_TA,ADM2_PCODE,ADM1_EN,ADM1_SI,ADM1_TA,ADM1_PCODE,ADM0_EN,ADM0_SI,ADM0_TA,ADM0_PCODE,date,validOn,validTo,Shape_Leng,Shape_Area
Kiriella,කිරිඇල්ල,கிரியெல்லை,LK9109,Ratnapura,රත්නපුර දිස්ත්‍රි,இரத்தினபுரம் மாவட,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.618248420519,0.00649656890651
Ratnapura,රත්නපුර,இரத்தினபுரி,LK9112,Ratnapura,රත්නපුර දිස්ත්‍රි,இரத்தினபுரம் மாவட,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.15738401853,0.0268052425905
Imbulpe,ඉඹුල්පේ,இம்புல்பே,LK9115,Ratnapura,රත්නපුර දිස්ත්‍රි,இரத்தினபுரம் மாவட,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.843984064917,0.0208565574813
Balangoda,බලංගොඩ,பலாங்கொடை,LK9118,Ratnapura,රත්නපුර දිස්ත්‍රි,இரத்தினபுரம் மாவட,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.962114460732,0.0150018376512
Opanayake,ඕපනායක,ஒபநாயக்கா,LK9121,Ratnapura,රත්නපුර දිස්ත්‍රි,இரத்தினபுரம் மாவட,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.475943100635,0.00648338090282
Pelmadulla,පැල්මඩුල්ල,பெல்மதுளை,LK9124,Ratnapura,රත්නපුර දිස්ත්‍රි,இரத்தினபுரம் மாவட,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.839178428092,0.0119945260221
Elapatha,ඇලපාත,எலபாத்தை,LK9127,Ratnapura,රත්නපුර දිස්ත්‍රි,இரத்தினபுரம் மாவட,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.477133517372,0.00700079899271
Ayagama,අයගම,அயகமை,LK9130,Ratnapura,රත්නපුර දිස්ත්‍රි,இரத்தினபுரம் மாவட,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.72016901634,0.0133586025518
Kalawana,කලවාන,கலவானை,LK9133,Ratnapura,රත්නපුර දිස්ත්‍රි,இரத்தினபுரம் மாவட,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.15933193782,0.0312598910288
Nivithigala,නිවිතිගල,நிவித்திகலை,LK9136,Ratnapura,රත්නපුර දිස්ත්‍රි,இரத்தினபுரம் மாவட,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.715415462361,0.0125471255141
Kahawattha,කහවත්ත,காவத்தை,LK9139,Ratnapura,රත්නපුර දිස්ත්‍රි,இரத்தினபுரம் மாவட,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.55608388207,0.00852306034946
Godakawela,ගොඩකවෙල,கொடகவளை,LK9142,Ratnapura,රත්නපුර දිස්ත්‍රි,இரத்தினபுரம் மாவட,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.777756290024,0.0124362283869
Weligepola,වැලිගෙපොල,வெளிகேபொலை,LK9145,Ratnapura,රත්නපුර දිස්ත්‍රි,இரத்தினபுரம் மாவட,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.753252260554,0.0161895597482
Embilipitiya,ඇඹිලිපිටිය,எம்பிலிபிட்டியா,LK9148,Ratnapura,රත්නපුර දිස්ත්‍රි,இரத்தினபுரம் மாவட,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",1.28790433262,0.0317779620915
Kolonna,කොලොන්න,கொலொன்னை,LK9151,Ratnapura,රත්නපුර දිස්ත්‍රි,இரத்தினபுரம் மாவட,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.836801927618,0.0145362892038
Kalthota,කල්තොට,கல்தோட்ட,LK9154,Ratnapura,රත්නපුර දිස්ත්‍රි,இரத்தினபுரம் மாவட,LK91,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.616841300273,0.00798353020871
Rambukkana,රඹුක්කන,றம்புக்கணை,LK9203,Kegalle,කෑගල්ල දිස්ත්‍රික,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.74637964963,0.0104651498803
Mawanella,මාවනැල්ල,மாவனல்லை,LK9206,Kegalle,කෑගල්ල දිස්ත්‍රික,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.75462077921,0.00983265973587
Aranayake,අරණායක,அரநாயக்கா,LK9209,Kegalle,කෑගල්ල දිස්ත්‍රික,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.724656141126,0.00983140919516
Kegalle,කෑගල්ල,கேகாலை,LK9212,Kegalle,කෑගල්ල දිස්ත්‍රික,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.737681307043,0.0086990933854
Galigamuwa,ගලිගමුව,கலிகமுவை,LK9215,Kegalle,කෑගල්ල දිස්ත්‍රික,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.766949912981,0.0102004468696
Warakapola,වරකාපොළ,வறக்கப்பொலை,LK9218,Kegalle,කෑගල්ල දිස්ත්‍රික,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.84189035689,0.0161269360336
Ruwanwella,රුවන්වැල්ල,ருவான்வெல்லை,LK9221,Kegalle,කෑගල්ල දිස්ත්‍රික,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.597101806176,0.0115106118257
Bulathkohipitiya,බුලත්කොහුපිටිය,புலத்கொகுபிட்டிய,LK9224,Kegalle,කෑගල්ල දිස්ත්‍රික,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.851442457426,0.0102532429217
Yatiyantota,යටියන්තොට,எட்டியாந்தோட்டை,LK9227,Kegalle,කෑගල්ල දිස්ත්‍රික,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.96239560141,0.0147241732592
Dehiowita,දෙහිඕවිට,தெகியோவிட்டை,LK9230,Kegalle,කෑගල්ල දිස්ත්‍රික,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.88168662288,0.0158696809673
Deraniyagala,දැරණියගල,தெரனியாகலை,LK9233,Kegalle,කෑගල්ල දිස්ත්‍රික,கேகாலை மாவட்டம்,LK92,Sabaragamuwa,සබරගමුව පළාත,சபரகமுவ மாகாணம்,LK9,Sri Lanka,ශ්‍රී ලංකා,இலங்கை,LK,"""2022-08-02T00:00:00.000Z""","""2022-08-16T00:00:00.000Z""","""1899-11-30T00:00:00.000Z""",0.762944836738,0.0181767211079
